date,latitude,longitude,type,description,perpetrator,perpetrator_type,weapon,facilities_destroyed,facilities_damaged,health_workers_killed,health_workers_injured,health_workers_kidnapped,health_workers_arrested,worker_profession,access_obstructed,event_id,year,month,day,date_string
2024-10-10,31.55012685,34.5033133774,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84876,2024,10,10,2024-10-10
2024-10-10,31.5384016638,34.5013082588,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,1,0,0,0,0,,False,86281,2024,10,10,2024-10-10
2024-10-10,31.517056844,34.4864307263,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,84877,2024,10,10,2024-10-10
2024-10-10,32.293336275,35.3447556496,Health Care,forceful entry; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,84968,2024,10,10,2024-10-10
2024-10-10,31.54977,34.5024697,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,84879,2024,10,10,2024-10-10
2024-10-10,32.293336275,35.3447556496,Health Care,"Paramedic: 2 injured, 1 arrested; access obstructed",Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,2,0,1,Paramedic,True,84969,2024,10,10,2024-10-10
2024-10-10,32.4592045292,35.3020238257,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,False,87748,2024,10,10,2024-10-10
2024-10-10,31.5340115942,34.4452713563,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,86741,2024,10,10,2024-10-10
2024-10-10,31.4876259,34.4440945219,Health Care,Physiotherapist: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Physiotherapist,False,69070,2024,10,10,2024-10-10
2024-10-11,31.5290924248,34.4840203437,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,85967,2024,10,11,2024-10-11
2024-10-11,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,86282,2024,10,11,2024-10-11
2024-10-12,31.55012685,34.5033133774,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,84887,2024,10,12,2024-10-12
2024-10-12,31.5384016638,34.5013082588,Health Care,Paramedic: 2 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,2,Paramedic,False,84893,2024,10,12,2024-10-12
2024-10-12,31.5057881419,34.4304817915,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,86168,2024,10,12,2024-10-12
2024-10-12,31.4523617091,34.3889486144,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,84889,2024,10,12,2024-10-12
2024-10-13,31.4482157917,34.393408289,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,84892,2024,10,13,2024-10-13
2024-10-13,31.5097725,34.4309581,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,84921,2024,10,13,2024-10-13
2024-10-14,31.2752047,34.2558269,Health Care,ProgrammeStaff: 1 injured,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,1,0,0,ProgrammeStaff,False,85686,2024,10,14,2024-10-14
2024-10-14,31.4200022681,34.3597412109,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,84924,2024,10,14,2024-10-14
2024-10-14,31.2752047,34.2558269,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,84926,2024,10,14,2024-10-14
2024-10-14,32.4601429368,35.2877427919,Health Care,Paramedic: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Paramedic,False,84973,2024,10,14,2024-10-14
2024-10-14,31.5363212588,34.4962499376,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,85066,2024,10,14,2024-10-14
2024-10-15,31.532567456,34.4856124427,Health Care,Paramedic: 1 killed,Israeli Defence Forces,Host Government: Military,Artillery,0,0,1,0,0,0,Paramedic,False,84929,2024,10,15,2024-10-15
2024-10-15,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,85068,2024,10,15,2024-10-15
2024-10-15,31.5384016638,34.5013082588,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,86283,2024,10,15,2024-10-15
2024-10-17,31.4225658441,34.3863701789,Health Care,HeadOfProgramme: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,HeadOfProgramme,False,84809,2024,10,17,2024-10-17
2024-10-17,31.6231834693,35.1370892003,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,86769,2024,10,17,2024-10-17
2024-10-17,31.5057881419,34.4304817915,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,85070,2024,10,17,2024-10-17
2024-10-18,32.1881333,34.9679208,Health Care,"AmbulanceDriver, Doctor: 2 injured",Israeli settlers,Civilian,Firearms,0,0,0,2,0,0,"AmbulanceDriver, Doctor",False,85186,2024,10,18,2024-10-18
2024-10-18,31.5351927833,34.5093655515,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,84895,2024,10,18,2024-10-18
2024-10-18,31.5427093372,34.4914187882,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,85584,2024,10,18,2024-10-18
2024-10-18,31.5338797038,34.506565336,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,84894,2024,10,18,2024-10-18
2024-10-19,32.2205316,35.2569374,Health Care,"AmbulanceDriver, Paramedic: 1 arrested; access obstructed",Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,"AmbulanceDriver, Paramedic",True,87762,2024,10,19,2024-10-19
2024-10-19,31.4432234,34.360007,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,85255,2024,10,19,2024-10-19
2024-10-19,31.5363212588,34.4962499376,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,85076,2024,10,19,2024-10-19
2024-10-19,31.5363212588,34.4962499376,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,85074,2024,10,19,2024-10-19
2024-10-19,31.5338797038,34.506565336,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,84996,2024,10,19,2024-10-19
2024-10-19,31.5290924248,34.4840203437,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Nurse,False,84951,2024,10,19,2024-10-19
2024-10-19,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,84950,2024,10,19,2024-10-19
2024-10-19,31.5351927833,34.5093655515,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,False,84949,2024,10,19,2024-10-19
2024-10-19,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,84923,2024,10,19,2024-10-19
2024-10-19,31.5337013855,34.5067488837,Health Care,Paramedic: 1 injured; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,1,0,0,Paramedic,False,84898,2024,10,19,2024-10-19
2024-10-19,31.5351927833,34.5093655515,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84897,2024,10,19,2024-10-19
2024-10-20,31.5377888993,34.4975423101,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,True,85080,2024,10,20,2024-10-20
2024-10-20,31.5367656428,34.508520064,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Arson,0,0,0,0,0,0,,False,85079,2024,10,20,2024-10-20
2024-10-20,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,86554,2024,10,20,2024-10-20
2024-10-20,31.54977,34.5024697,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84899,2024,10,20,2024-10-20
2024-10-20,31.5255441017,35.1044508661,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87763,2024,10,20,2024-10-20
2024-10-21,31.5175324435,34.4872766102,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,87382,2024,10,21,2024-10-21
2024-10-21,31.5363212588,34.4962499376,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,86128,2024,10,21,2024-10-21
2024-10-21,31.55012685,34.5033133774,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84952,2024,10,21,2024-10-21
2024-10-21,31.5338797038,34.506565336,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,True,84998,2024,10,21,2024-10-21
2024-10-22,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,"Tasers, Live and Rubber Bullets",0,0,0,0,0,0,,False,84900,2024,10,22,2024-10-22
2024-10-22,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84997,2024,10,22,2024-10-22
2024-10-22,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,84896,2024,10,22,2024-10-22
2024-10-22,31.5338797038,34.506565336,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84905,2024,10,22,2024-10-22
2024-10-22,31.5351927833,34.5093655515,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84904,2024,10,22,2024-10-22
2024-10-22,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,True,86284,2024,10,22,2024-10-22
2024-10-23,31.5351927833,34.5093655515,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,84902,2024,10,23,2024-10-23
2024-10-23,31.523532106,34.4812682341,Health Care,ProgrammeStaff: 5 arrested; access obstructed; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,5,ProgrammeStaff,True,85097,2024,10,23,2024-10-23
2024-10-23,31.54977,34.5024697,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,"Paramedic, ProgrammeStaff",True,85084,2024,10,23,2024-10-23
2024-10-23,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,85000,2024,10,23,2024-10-23
2024-10-23,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,86285,2024,10,23,2024-10-23
2024-10-23,31.54977,34.5024697,Health Care,"Doctor, Nurse: 2 killed",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,2,0,0,0,"Doctor, Nurse",False,84953,2024,10,23,2024-10-23
2024-10-23,31.9490405,35.4654861,Health Care,1 facility(ies) damaged; 1 ambulance(s) damaged,Israeli settlers,Civilian,"Stones, Sticks and Gravel",0,1,0,0,0,0,,False,87765,2024,10,23,2024-10-23
2024-10-23,31.5363212588,34.4962499376,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,86156,2024,10,23,2024-10-23
2024-10-23,31.5290924248,34.4840203437,Health Care,forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,86149,2024,10,23,2024-10-23
2024-10-23,31.54977,34.5024697,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,1,0,0,0,Nurse,False,84959,2024,10,23,2024-10-23
2024-10-24,31.4482157917,34.393408289,Health Care,Educator: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Educator,False,85172,2024,10,24,2024-10-24
2024-10-24,32.1791437,35.3349466,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,False,87766,2024,10,24,2024-10-24
2024-10-24,31.5384016638,34.5013082588,Health Care,1 facility(ies) damaged; HospitalStaff: 1 injured,Israeli Defence Forces,Host Government: Military,Shelling,0,1,0,1,0,0,HospitalStaff,False,84910,2024,10,24,2024-10-24
2024-10-24,31.3313983,34.3158995853,Health Care,OtherHealthProfessional: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,OtherHealthProfessional,False,85170,2024,10,24,2024-10-24
2024-10-24,31.4238475642,34.3747080619,Health Care,NoInformation: 1 injured,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,1,0,0,NoInformation,False,85171,2024,10,24,2024-10-24
2024-10-24,31.5351927833,34.5093655515,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,0,0,0,,False,85179,2024,10,24,2024-10-24
2024-10-24,32.1791437,35.3349466,Health Care,AmbulanceDriver: 1 injured; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,AmbulanceDriver,False,85187,2024,10,24,2024-10-24
2024-10-24,31.5338797038,34.506565336,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Shelling,0,1,0,0,0,0,,False,84999,2024,10,24,2024-10-24
2024-10-24,31.5134844,34.4528214,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,0,0,0,,False,85230,2024,10,24,2024-10-24
2024-10-24,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,85001,2024,10,24,2024-10-24
2024-10-25,31.5381733,34.4967247,Health Care,forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,85175,2024,10,25,2024-10-25
2024-10-25,31.5384016638,34.5013082588,Health Care,"1 facility(ies) damaged; Cleaner, Doctor, HeadOfProgramme, HospitalStaff, Nurse, Surgeon: 4 injured, 44 arrested; forceful entry; 4 ambulance(s) destroyed",Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,4,0,44,"Cleaner, Doctor, HeadOfProgramme, HospitalStaff, Nurse, Surgeon",False,84911,2024,10,25,2024-10-25
2024-10-25,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84913,2024,10,25,2024-10-25
2024-10-25,31.5384016638,34.5013082588,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Artillery,0,1,0,0,0,0,,False,84919,2024,10,25,2024-10-25
2024-10-25,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,84920,2024,10,25,2024-10-25
2024-10-25,31.54977,34.5024697,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Doctor,False,85177,2024,10,25,2024-10-25
2024-10-26,31.5290924248,34.4840203437,Health Care,"Doctor: 1 killed, 1 arrested; forceful entry",Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,1,Doctor,False,85623,2024,10,26,2024-10-26
2024-10-26,31.54977,34.5024697,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,85182,2024,10,26,2024-10-26
2024-10-27,31.5388999105,34.5014423969,Health Care,1 facility(ies) destroyed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,1,0,0,0,0,0,,False,84922,2024,10,27,2024-10-27
2024-10-28,32.2202442233,35.2981281731,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,85188,2024,10,28,2024-10-28
2024-10-31,31.4522063292,34.3968855597,Health Care,Paramedic: 1 injured,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,1,0,0,Paramedic,False,85602,2024,10,31,2024-10-31
2024-10-31,31.5351927833,34.5093655515,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,0,0,0,,False,85586,2024,10,31,2024-10-31
2024-10-31,31.5384016638,34.5013082588,Health Care,1 facility(ies) damaged; HospitalStaff: 4 injured,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,4,0,0,HospitalStaff,False,85185,2024,10,31,2024-10-31
2024-10-31,32.3111468,35.0275505,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87767,2024,10,31,2024-10-31
2024-10-31,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,True,86804,2024,10,31,2024-10-31
2024-10-31,32.2205316,35.2569374,Health Care,ProgrammeStaff: 1 injured; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,ProgrammeStaff,True,89577,2024,10,31,2024-10-31
2024-11-02,31.4482607,34.3935262,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Pharmacist,False,85910,2024,11,2,2024-11-02
